"Scientific","tl"
"Percina nevisense",3.39
"Percina nigrofasciata",3.39
"Percina notogramma",3.2
"Percina oxyrhynchus",3.41
"Percina palmaris",3.35
"Percina pantherina",3.35
"Percina peltata",3.35
"Percina phoxocephala",3.36
"Percina rex",3.46
"Percina roanoka",3.31
"Percina sciera",3.2
"Percina shumardi",3.36
"Percina sipsi",3.26
"Percina smithvanizi",3.31
"Percina squamata",3.43
"Percina stictogaster",3.39
"Percina suttkusi",3.39
"Percina tanasi",3.35
"Percina uranidea",3.31
"Percina vigil",3.31
"Percina williamsi",3.39
"Percis japonica",3.08
"Percis matsuii",3.24
"Percnostola arenarum",3
"Percnostola lophotes",3
"Percnostola rufifrons",3
"Percocypris pingi",2.65
"Percocypris regani",2.65
"Percocypris tchangi",2.65
"Percophis brasiliensis",4.17
"Percopsis omiscomaycus",3.38
"Percopsis transmontana",3.3
"Peregrine Falcon",3.15
"Pereulixia kosiensis",2
"Pergalumna nervosa",3.375
"Pergamasinae (juv) {s}",3.61503910917163
"Pergamasinae (juv) {xs}",3.64544165325415
"Pergamasinae (male)",3.63932453416149
"Pergamasus",2.6318407960199
"Pergamasus crassipes",3.62162162162162
"Pergamasus norvegicus",3.67304295058032
"Pergamasus quisquiliarum",3.69397283531409
"Pergamasus septentrionalis",3.74418604651163
"Pergamasus sp. (juv) {m}",3.63001659448263
"Pergamasus sp. (juv) {s}",3.71914098972923
"Pericrocotus brevirostris",2.8
"Pericrocotus cantonensis",3
"Pericrocotus cinnamomeus",3
"Pericrocotus divaricatus",3
"Pericrocotus erythropygius",3
"Pericrocotus ethologus",2.8
"Pericrocotus flammeus",3
"Pericrocotus igneus",3
"Pericrocotus lansbergei",3
"Pericrocotus miniatus",3
"Pericrocotus roseus",3
"Pericrocotus solaris",3
"Pericrocotus tegimae",3
"Perinereis nuntia",3.10714285714286
"Perinereis sp.2",3.10714285714286
"Perioculodes longimanus",2.73
"Periophthalmodon freycineti",2.57
"Periophthalmodon schlosseri",2.56
"Periophthalmodon septemradiatus",2.69
"Periophthalmus argentilineatus",3.26
"Periophthalmus barbarus",3.17
"Periophthalmus chrysospilos",3.24
"Periophthalmus darwini",3.12
"Periophthalmus gracilis",3.12
"Periophthalmus kalolo",3.26
"Periophthalmus magnuspinnatus",3.21
"Periophthalmus malaccensis",3.2
"Periophthalmus minutus",3.18
"Periophthalmus modestus",3.19
"Periophthalmus novaeguineaensis",3.18
"Periophthalmus novemradiatus",3.21
"Periophthalmus pusing",3.09
"Periophthalmus spilotus",3.17
"Periophthalmus takita",3.16
"Periophthalmus variabilis",3.17
"Periophthalmus walailakae",3.24
"Periophthalmus waltoni",3.23
"Periophthalmus weberi",3.21
"Periphylla periphylla",3.42277777777778
"Peripsocus",2.5
"Perisesarma guttatum",2
"Perissias taeniopterus",3.43
"Perissodus eccentricus",4.4
"Perissodus microlepis",4.16
"Peristedion altipinne",3.45
"Peristedion amblygenys",3.45
"Peristedion antillarum",3.44
"Peristedion barbiger",3.39
"Peristedion brevirostre",3.5
"Peristedion cataphractum",3.55
"Peristedion crustosum",3.28
"Peristedion ecuadorense",3.43
"Peristedion gracile",3.43
"Peristedion greyae",3.46
"Peristedion imberbe",3.45
"Peristedion liorhynchus",3.55
"Peristedion longicornutum",3.46
"Peristedion longispatha",3.37
"Peristedion miniatum",3.66
"Peristedion nesium",3.36
"Peristedion nierstraszi",3.44
"Peristedion orientale",3.42
"Peristedion paucibarbiger",3.27
"Peristedion riversandersoni",3.45
"Peristedion thompsoni",3.47
"Peristedion truncatum",3.43
"Peristedion unicuspis",3.45
"Peristedion weberi",3.37
"Peristernia forskalii",3.8
"Peristernia nassatula",3.061
"Peristrominous dolosus",3.28
"Perknaster densus",2
"Perknaster fuscus",3
"Perknaster fuscus antarcticus",2.66666666666667
"Perknaster sladeni",2
"Perla bipunctata",3.07692307692308
"Perna canaliculus",2
"Perna perna",2.92571428571429
"Perna viridis",2
"Pernis apivorus",3.15
"Pernis celebensis",3.1
"Pernis ptilorhyncus",3.15
"Perochirus scutellatus",2.7
"Perodicticus potto",2.1
"Perognathus alticolus",2.1
"Perognathus amplus",2.1
"Perognathus fasciatus",2.1
"Perognathus flavescens",2.1
"Perognathus flavus",2.1
"Perognathus inornatus",2.1
"Perognathus longimembris",2.1
"Perognathus merriami",2.1
"Perognathus parvus",2.1
"Peromyscus attwateri",2.5
"Peromyscus aztecus",2.5
"Peromyscus beatae",2.5
"Peromyscus boylii",2.5
"Peromyscus bullatus",2.5
"Peromyscus californicus",2.5
"Peromyscus caniceps",2.5
"Peromyscus crinitus",2.5
"Peromyscus dickeyi",2.5
"Peromyscus difficilis",2.5
"Peromyscus eremicus",2.5
"Peromyscus eva",2.5
"Peromyscus fraterculus",2.5
"Peromyscus furvus",2.5
"Peromyscus gossypinus",2.5
"Peromyscus grandis",2.5
"Peromyscus gratus",2.5
"Peromyscus guardia",2.5
"Peromyscus guatemalensis",2.5
"Peromyscus gymnotis",2.5
"Peromyscus hooperi",2.5
"Peromyscus hylocetes",2.5
"Peromyscus interparietalis",2.5
"Peromyscus keeni",2.5
"Peromyscus leucopus",2.5
"Peromyscus levipes",2.5
"Peromyscus madrensis",2.5
"Peromyscus maniculatus",2.5
"Peromyscus mayensis",2.5
"Peromyscus megalops",2.5
"Peromyscus mekisturus",2.5
"Peromyscus melanocarpus",2.5
"Peromyscus melanophrys",2.5
"Peromyscus melanotis",2.5
"Peromyscus melanurus",2.5
"Peromyscus merriami",2.5
"Peromyscus mexicanus",2.5
"Peromyscus nasutus",2.5
"Peromyscus ochraventer",2.5
"Peromyscus pectoralis",2.5
"Peromyscus pembertoni",2.5
"Peromyscus perfulvus",2.5
"Peromyscus polionotus",2.5
"Peromyscus polius",2.5
"Peromyscus pseudocrinitus",2.5
"Peromyscus sagax",2.5
"Peromyscus sejugis",2.5
"Peromyscus simulus",2.5
"Peromyscus slevini",2.5
"Peromyscus spicilegus",2.5
"Peromyscus stephani",2.5
"Peromyscus stirtoni",2.5
"Peromyscus truei",2.5
"Peromyscus winkelmanni",2.5
"Peromyscus yucatanicus",2.5
"Peromyscus zarhynchus",2.5
"Peronedys anguillaris",3.35
"Peropteryx kappleri",3
"Peropteryx leucoptera",3
"Peropteryx macrotis",3
"Peropteryx trinitatis",3
"Peroryctes broadbenti",2.6
"Peroryctes raffrayana",2.6
"Perrierina turneri",2
"Perrunichthys perruno",4.5
"Perryena leucometopon",3.47
"Persephona mediterranea",3.061
"Persparsia kopua",3.22
"Perulibatrachus aquilonarius",3.52
"Perulibatrachus elminensis",3.56
"Perulibatrachus kilburni",3.24
"Perulibatrachus rossignoli",3.5
"Pervagor alternans",2.87
"Pervagor aspricaudus",2.88
"Pervagor janthinosoma",2.87
"Pervagor marginalis",2.92
"Pervagor melanocephalus",2.87
"Pervagor nigrolineatus",2.9
"Pervagor randalli",2.91
"Pervagor spilosoma",2.76
"Pestarella tyrrhena",2
"Petalichthys capensis",4.05
"Petaloconchus sp",2.64285714285714
"Petaloproctus terricolus",2
"Petaurillus emiliae",2.5
"Petaurillus hosei",2.5
"Petaurillus kinlochii",2.5
"Petaurista alborufus",2.1
"Petaurista elegans",2.1
"Petaurista leucogenys",2.1
"Petaurista magnificus",2.1
"Petaurista nobilis",2.1
"Petaurista petaurista",2.1
"Petaurista philippensis",2.1
"Petaurista xanthotis",2.1
"Petauroides volans",2
"Petaurus abidi",2.55
"Petaurus australis",2.55
"Petaurus biacensis",2.55
"Petaurus breviceps",2.55
"Petaurus gracilis",2.55
"Petaurus norfolcensis",2.55
"Petenia splendida",4.5
"Petersius conserialis",3.13
"Pethia atra",2.59
"Pethia aurea",2.88
"Pethia bandula",2.7
"Pethia canius",2.8
"Pethia conchonius",2.92
"Pethia cumingii",2.45
"Pethia didi",2.71
"Pethia erythromycter",2.77
"Pethia expletiforis",2.66
"Pethia gelius",3.3
"Pethia guganio",2.55
"Pethia khugae",2.66
"Pethia longicauda",2.73
"Pethia lutea",2.72
"Pethia macrogramma",2.63
"Pethia manipurensis",2.57
"Pethia meingangbii",2.66
"Pethia melanomaculata",2.72
"Pethia muvattupuzhaensis",2.67
"Pethia nankyweensis",2.78
"Pethia narayani",2.56
"Pethia nigripinna",2.67
"Pethia nigrofasciata",2
"Pethia ornatus",2.75
"Pethia padamya",2.66
"Pethia phutunio",2.86
"Pethia pookodensis",2.69
"Pethia punctata",2.57
"Pethia reval",2.77
"Pethia rutila",2.67
"Pethia sanjaymoluri",2.77
"Pethia setnai",2.66
"Pethia shalynius",2.65
"Pethia sharmai",2.84
"Pethia stoliczkana",2.64
"Pethia striata",2.77
"Pethia thelys",2.7
"Pethia tiantian",2.67
"Pethia ticto",2.2
"Pethia yuensis",2.61
"Petilipinnis grunniens",3.56
"Petinomys crinitus",2
"Petinomys fuscocapillus",2
"Petinomys genibarbis",2
"Petinomys hageni",2
"Petinomys lugens",2
"Petinomys mindanensis",2
"Petinomys sagitta",2
"Petinomys setosus",2
"Petinomys vordermanni",2
"Petitella georgiae",2.97
"Petracola ventrimaculatus",3
"Petricola pholadiformis",2.14285714285714
"Petricolinae",2.75
"Petrocephalus ansorgii",3.27
"Petrocephalus arnegardi",3.22
"Petrocephalus balayi",3.21
"Petrocephalus bane",3.2
"Petrocephalus binotatus",3.23
"Petrocephalus boboto",3.16
"Petrocephalus bovei",3.25
"Petrocephalus catostoma",3.36
"Petrocephalus christyi",3.17
"Petrocephalus congicus",3.19
"Petrocephalus cunganus",3.21
"Petrocephalus degeni",3.2
"Petrocephalus frieli",3.21
"Petrocephalus gliroides",3.28
"Petrocephalus grandoculis",3.19
"Petrocephalus haullevillii",3.16
"Petrocephalus hutereaui",3.14
"Petrocephalus keatingii",3.22
"Petrocephalus leo",3.2
"Petrocephalus levequei",3.26
"Petrocephalus longianalis",3.25
"Petrocephalus longicapitis",3.24
"Petrocephalus magnitrunci",3.21
"Petrocephalus magnoculis",3.24
"Petrocephalus mbossou",3.26
"Petrocephalus microphthalmus",3.12
"Petrocephalus odzalaensis",3.22
"Petrocephalus okavangensis",3.22
"Petrocephalus pallidomaculatus",3.2
"Petrocephalus pellegrini",3.21
"Petrocephalus petersi",3.19
"Petrocephalus pulsivertens",3.24
"Petrocephalus sauvagii",3.27
"Petrocephalus schoutedeni",3.13
"Petrocephalus similis",3.25
"Petrocephalus simus",3.22
"Petrocephalus soudanensis",3.21
"Petrocephalus squalostoma",3.25
"Petrocephalus steindachneri",3.17
"Petrocephalus stuhlmanni",3.2
"Petrocephalus sullivani",3.22
"Petrocephalus tanensis",3.25
"Petrocephalus tenuicauda",3.24
"Petrocephalus valentini",3.19
"Petrocephalus wesselsi",3.24
"Petrocephalus zakoni",3.21
"Petrochromis ephippium",2
"Petrochromis famula",2
"Petrochromis fasciolatus",2
"Petrochromis horii",2.03
"Petrochromis macrognathus",2
"Petrochromis orthognathus",2
"Petrochromis polyodon",2
"Petrochromis trewavasae",2.05
"Petrodromus tetradactylus",3
"Petrogale assimilis",2
"Petrogale brachyotis",2
"Petrogale burbidgei",2
"Petrogale coenensis",2
"Petrogale concinna",2
"Petrogale godmani",2
"Petrogale herberti",2
"Petrogale inornata",2
"Petrogale lateralis",2
"Petrogale mareeba",2
"Petrogale penicillata",2
"Petrogale persephone",2
"Petrogale purpureicollis",2
"Petrogale rothschildi",2
"Petrogale sharmani",2
"Petrogale xanthopus",2
"Petroleuciscus borysthenicus",3.06
"Petroleuciscus esfahani",2.98
"Petroleuciscus kurui",2.96
"Petroleuciscus smyrnaeus",2.98
"Petromus typicus",2
"Petromyscus barbouri",2.5
"Petromyscus collinus",2.5
"Petromyscus monticularis",2.5
"Petromyscus shortridgei",2.5
"Petromyzon marinus",4.36999988555908
"Petronia brachydactyla",2.2
"Petronia dentata",2.2
"Petronia petronia",2.3
"Petronia pyrgita",2.3
"Petronia superciliaris",2.3
"Petronia xanthocollis",2.2
"Petropedetes martiensseni",3
"Petrophassa albipennis",2
"Petrophassa rufipennis",2
"Petropseudes dahli",2
"Petrosaurus mearnsi",2.7
"Petrosaurus repens",2.7
"Petrosaurus slevini",3
"Petrosaurus thalassinus",2.7
"Petroscirtes ancylodon",2.14
"Petroscirtes breviceps",2.06
"Petroscirtes fallax",2.23
"Petroscirtes lupus",2.08
"Petroscirtes marginatus",2.46
"Petroscirtes mitratus",2
"Petroscirtes pylei",2.55
"Petroscirtes springeri",2.24
"Petroscirtes thepassii",2.37
"Petroscirtes variabilis",3.1
"Petroscirtes xestus",2.35
"Petrotilapia chrysos",3.38
"Petrotilapia flaviventris",3.35
"Petrotilapia genalutea",2
"Petrotilapia microgalana",3.35
"Petrotilapia mumboensis",3.37
"Petrotilapia nigra",3.37
"Petrotilapia palingnathos",3.36
"Petrotilapia pyroscelos",3.34
"Petrotilapia tridentiger",3.39
"Petrotilapia xanthos",3.38
"Petrotyx hopkinsi",3.46
"Petrotyx sanguineus",3.37
"Petrus rupestris",4.5
"Petulanos intermedius",2.53
"Petulanos plicatus",2.57
"Petulanos spiloclistron",2.49
"Pezichthys amplispinus",3.44
"Pezichthys compressus",3.4
"Pezichthys eltanini",3.34
"Pezichthys macropinnis",3.09
"Pezichthys nigrocilium",3.39
"Pezoporus occidentalis",2
"Pezoporus wallicus",2
"Phacellodomus inornatus",3
"Phacellophora camtschatica",4
"Phacochoerus aethiopicus",2
"Phacochoerus africanus",2
"Phaenicophaeus calyorhynchus",3
"Phaenicophaeus cumingi",3.2
"Phaenicophaeus curvirostris",3.3
"Phaenicophaeus javanicus",3
"Phaenicophaeus pyrrhocephalus",2
"Phaenicophaeus superciliosus",3.2
"Phaenicophilus palmarum",2.7
"Phaenicophilus poliocephalus",2.9
"Phaenomonas cooperae",3.8
"Phaenomonas longissima",3.76
"Phaenomonas pinnata",3.78
"Phaenomys ferrugineus",2.2
"Phaenopsectra flavipes",2.35365853658537
"Phaeochroa cuvierii",2.1
"Phaeomyias murina",2.6
"Phaeomyias tumbezana",2.6
"Phaeoptyx conklini",3.265
"Phaeoptyx maculatus",3
"Phaeoptyx pigmentaria",3.49
"Phaeoptyx xenus",3.41
"Phaethon aethereus",4.33
"Phaethon lepturus",4.36
"Phaethon rubricauda",4.26
"Phaethornis augusti",2.1
"Phaethornis griseogularis",2.1
"Phaethornis idaliae",2.1
"Phaethornis longuemareus",2.1
"Phaethornis nattereri",2.1
"Phaethornis philippii",2.1
"Phaethornis pretrei",2.1
"Phaethornis ruber",2.1
"Phaethornis rupurumii",2.1
"Phaethornis squalidus",2.1
"Phaethornis striigularis",2.1
"Phaethornis stuarti",2.1
"Phaethornis subochraceus",2.1
"Phaetusa simplex",3.5
"Phago boulengeri",2.95
"Phago intermedius",2.95
"Phago loricatus",3.73
"Phainopepla nitens",2.4
"Phainoptila melanoxantha",2.2
"Phaiomys leucurus",2
"Phalacridae sp.",3
"Phalacrocorax africanus",4.04
"Phalacrocorax albiventer",4.22
"Phalacrocorax aristotelis",3.74714285714286
"Phalacrocorax atriceps",4.17
"Phalacrocorax auritus",4.4
"Phalacrocorax bougainvillii",4.29
"Phalacrocorax brasilianus",3.97
"Phalacrocorax campbelli",4.5
"Phalacrocorax capensis",4.17
"Phalacrocorax capillatus",4.5
"Phalacrocorax carbo",3.90386243386243
"Phalacrocorax carunculatus",4.14
"Phalacrocorax chalconotus",4.18
"Phalacrocorax colensoi",4.5
"Phalacrocorax coronatus",3.885
"Phalacrocorax dilophus",3.29107142857143
"Phalacrocorax featherstoni",4.18
"Phalacrocorax fuscescens",4.19
"Phalacrocorax fuscicollis",4.21
"Phalacrocorax gaimardi",4.16
"Phalacrocorax georgianus",4.32
"Phalacrocorax harrisi",4.16
"Phalacrocorax magellanicus",4.34
"Phalacrocorax melanoleucos",4.015
"Phalacrocorax neglectus",4.5
"Phalacrocorax niger",4.205
"Phalacrocorax nigrogularis",4.14
"Phalacrocorax onslowi",4.17
"Phalacrocorax pelagicus",4.2
"Phalacrocorax penicillatus",3.7737037037037
"Phalacrocorax punctatus",4.15
"Phalacrocorax purpurascens",4.3
"Phalacrocorax pygmaeus",4.5
"Phalacrocorax pygmeus",4
"Phalacrocorax ranfurlyi",4.17
"Phalacrocorax spec",3.25
"Phalacrocorax sulcirostris",4.16
"Phalacrocorax urile",4.25
"Phalacrocorax varius",4.53
"Phalacrocorax verrucosus",4.43
"Phalacronotus apogon",4.5
"Phalacronotus bleekeri",4.5
"Phalacronotus micronemus",4.03
"Phalacronotus parvanalis",4.05
"Phalanger alexandrae",2.25
"Phalanger carmelitae",2.25
"Phalanger gymnotis",2
"Phalanger intercastellanus",2.25
"Phalanger lullulae",2.25
"Phalanger matabiru",2.25
"Phalanger matanim",2.25
"Phalanger mimicus",2.25
"Phalanger orientalis",2.25
"Phalanger ornatus",2.25
"Phalanger rothschildi",2.25
"Phalanger sericeus",2.25
"Phalanger vestitus",2.25
"Phalangiidae sp. (juv)",3.42366496473442
"Phalangium opilio",3.14285714285714
"Phalaropus fulicarius",3.15
"Phalaropus lobatus",3.075
"Phalaropus tricolor",3.6
"Phalcoboenus albogularis",2.75
"Phalcoboenus australis",2.5
"Phalcoboenus carunculatus",2.9
"Phalcoboenus megalopterus",2.75
"Phalium areola",3.506
"Phallichthys amates",2.29
"Phallichthys fairweatheri",2.18
"Phallichthys quadripunctatus",2
"Phallichthys tico",2.4
"Phallobrycon adenacanthus",3.06
"Phalloceros alessandrae",2.98
"Phalloceros anisophallos",2.96
"Phalloceros aspilos",2.97
"Phalloceros buckupi",2.97
"Phalloceros caudimaculatus",2.97
"Phalloceros elachistos",2.98
"Phalloceros enneaktinos",2.97
"Phalloceros harpagos",2.96
"Phalloceros heptaktinos",2.98
"Phalloceros leptokeras",2.97
"Phalloceros leticiae",3
"Phalloceros lucenorum",2.97
"Phalloceros malabarbai",2.97
"Phalloceros megapolos",2.97
"Phalloceros mikrommatos",2.98
"Phalloceros ocellatus",2.98
"Phalloceros pellos",2.97
"Phalloceros reisi",2.96
"Phalloceros spiloura",2.97
"Phalloceros titthos",2.96
"Phalloceros tupinamba",2.96
"Phalloceros uai",2.97
"Phallocottus obtusus",3.4
"Phalloptychus eigenmanni",2.96
"Phalloptychus januarius",2.96
"Phallostethus cuulong",3.24
"Phallostethus dunckeri",3.19
"Phallostethus lehi",3.05
"Phallotorynus dispilos",2.98
"Phallotorynus fasciolatus",2.98
"Phallotorynus jucundus",2.98
"Phallotorynus pankalos",2.98
"Phallotorynus psittakos",2.99
"Phallotorynus victoriae",2.99
"Phallusia nigra",2.5
"Phaner electromontis",2
"Phaner furcifer",2
"Phaner pallescens",2
"Phaner parienti",2
"Phanerodon atripes",3.33
"Phanerodon furcatus",3.34
"Phanogenia gracilis",3.92
"Phaoniinae indet.",3
"Phapitreron amethystinus",2
"Phapitreron cinereiceps",2
"Phapitreron leucotis",2
"Phaps chalcoptera",2.1
"Phaps elegans",2.1
"Phaps histrionica",2
"Pharotis imogene",3
"Pharyngochromis acuticeps",3.33
"Pharyngochromis darlingi",3.23000001907349
"Phascogale calura",3.35
"Phascogale tapoatafa",3.35
"Phascolarctos cinereus",2
"Phascolion convestitum",2
"Phascolion strombi",2
"Phascolosoma meteori",2
"Phascolosorex doriae",2.7
"Phascolosorex dorsalis",2.7
"Phascomurexia naso",3.05
"Phasmatocottus ctenopterygius",3.16
"Phelsuma abbotti",2.7
"Phelsuma andamanense",2.7
"Phelsuma antanosy",2.7
"Phelsuma astriata",2.7
"Phelsuma barbouri",2.7
"Phelsuma berghofi",2.7
"Phelsuma borbonica",2.7
"Phelsuma breviceps",2.7
"Phelsuma cepediana",2.7
"Phelsuma comorensis",2.7
"Phelsuma dubia",2.7
"Phelsuma edwardnewtoni",2.7
"Phelsuma flavigularis",2.7
"Phelsuma gigas",2.7
"Phelsuma grandis",2.7
"Phelsuma guentheri",2.7
"Phelsuma guimbeaui",2.7
"Phelsuma guttata",2.7
"Phelsuma hielscheri",2.7
"Phelsuma inexpectata",2.7
"Phelsuma kely",2.7
"Phelsuma klemmeri",2.7
"Phelsuma kochi",3
"Phelsuma laticauda",2.7
"Phelsuma lineata",2.7
"Phelsuma madagascariensis",2.7
"Phelsuma malamakibo",2.7
"Phelsuma masohoala",2.7
"Phelsuma modesta",2.7
"Phelsuma mutabilis",2.7
"Phelsuma nigristriata",2.7
"Phelsuma ornata",2.7
"Phelsuma parkeri",2.7
"Phelsuma pronki",2.7
"Phelsuma pusilla",2.7
"Phelsuma quadriocellata",2.7
"Phelsuma ravenala",2.7
"Phelsuma robertmertensi",2.7
"Phelsuma rosagularis",2.7
"Phelsuma seippi",2.7
"Phelsuma serraticauda",2.7
"Phelsuma standingi",2.7
"Phelsuma sundbergi",2.7
"Phelsuma vanheygeni",2.7
"Phelsuma vnigra",2.7
"Phenablennius heyligeri",3.31
"Phenacobius catostomus",2.98
"Phenacobius crassilabrum",2.98
"Phenacobius mirabilis",2.98
"Phenacobius teretulus",2.98
"Phenacobius uranops",2.98
"Phenacobrycon henni",3
"Phenacogaster apletostigma",3.39
"Phenacogaster beni",3.34
"Phenacogaster calverti",3.58
"Phenacogaster capitulatus",3.37
"Phenacogaster carteri",3.38
"Phenacogaster franciscoensis",3.4
"Phenacogaster jancupa",3.44
"Phenacogaster maculoblongus",3.43
"Phenacogaster megalostictus",3.20000004768372
"Phenacogaster microstictus",3.4
"Phenacogaster napoatilis",3.45
"Phenacogaster ojitatus",3.34
"Phenacogaster pectinatus",3.43
"Phenacogaster prolatus",3.47
"Phenacogaster retropinnus",3.48
"Phenacogaster simulatus",3.41
"Phenacogaster suborbitalis",3.51
"Phenacogaster tegatus",3.32
"Phenacogaster wayampi",3.45
"Phenacogaster wayana",3.44
"Phenacogrammus aurantiacus",3.11
"Phenacogrammus bleheri",3.09
"Phenacogrammus deheyni",3.11
"Phenacogrammus interruptus",3.01
"Phenacogrammus major",3.12
"Phenacogrammus polli",3.03
"Phenacogrammus stigmatura",3.07
"Phenacogrammus taeniatus",3.06
"Phenacogrammus urotaenia",3.09
"Phenacomys intermedius",2
"Phenacomys ungava",2
"Phenacorhamdia anisura",3.22
"Phenacorhamdia boliviana",3.31
"Phenacorhamdia hoehnei",3.21
"Phenacorhamdia macarenensis",3.24
"Phenacorhamdia nigrolineata",3.21
"Phenacorhamdia provenzanoi",3.35
"Phenacorhamdia somnians",3.33
"Phenacorhamdia taphorni",3.28
"Phenacorhamdia tenebrosa",3.38
"Phenacorhamdia unifasciata",3.33
"Phenacoscorpius adenensis",3.54
"Phenacoscorpius eschmeyeri",3.71
"Phenacoscorpius longilineatus",3.63
"Phenacoscorpius longirostris",3.45
"Phenacoscorpius megalops",4.01
"Phenacoscorpius nebris",3.54
"Phenacostethus posthon",3.01
"Phenacostethus smithi",3.5
"Phenacostethus trewavasae",2.99
"Phenagoniates macrolepis",3.12
"Pherallodichthys meshimaensis",3.54
"Pherallodiscus funebris",3.22
"Pherallodiscus varius",3.22
"Pherallodus indicus",3.13
"Pherallodus smithi",3.03
"Pherecardia striata",4.332
"Pherohapsis menziesi",3
"Pherusa affinis",2
"Pherusa monroi",2
"Phestilla lugubris",3.34
"Phidiana hiltoni",4.2
"Phidiana militaris",4.368
"Phigys solitarius",2
"Philander andersoni",3.2
"Philander frenatus",3.2
"Philander mcilhennyi",3.2
"Philander opossum",3.2
"Philantomba maxwellii",2.15
"Philantomba monticola",2.15
"Philemon albitorques",2.2
"Philemon argenticeps",2.4
"Philemon buceroides",2.2
"Philemon citreogularis",2.3
"Philemon cockerelli",2.5
"Philemon corniculatus",2.65
"Philemon diemenensis",2.4
"Philemon eichhorni",2.3
"Philemon fuscicapillus",2.3
"Philemon meyeri",2.3
"Philemon moluccensis",2.3
"Philemon novaeguineae",2.2
"Philemon subcorniculatus",2.3
"Philesturnus carunculatus",2.4
"Philetairus socius",2.4
"Philetor brachypterus",3
"Philine",2
"Philine aperta",2
"Philinopsis cyanea",3.37
"Philodromidae",2.46296860002742
"Philodromidae sp. (juv)",3.78777589134126
"Philodromus dispar",3.63353814644137
"Philodromus sp",2.33333333333333
"Philodryas argentea",4
"Philodryas olfersii",3.675
"Philodryas patagoniensis",3.865
"Philonthus carbonarius",3.1551724137931
"Philonthus sp.",3.125
"Philopotamus montanus",2
"Philorheithrus agilis",2.61666666666667
"Philoria loveridgei",3
"Philortyx fasciatus",2.1
"Philoscia muscorum",2.75
"Philypnodon grandiceps",3.75
"Philypnodon macrostomus",3.13
"Phimosus infuscatus",2.8
"Phlaeothripidae",2
"Phlaeothripidae pred",2.5
"Phloeomys cumingi",2
"Phloeomys pallidus",2
"Phoboscincus bocourti",3
"Phoca largha",3.895
"Phoca vitulina",3.93333333333333
"Phocarctos hookeri",3.6
"Phocides batabano",2
"Phocoena dioptrica",4.035
"Phocoena phocoena",4.25
"Phocoena sinus",4
"Phocoena spinipinnis",4
"Phocoenoides dalli",4.2
"Phodilus badius",3.6
"Phodilus prigoginei",3.6
"Phodopus campbelli",2
"Phodopus roborovskii",2
"Phodopus sungorus",2
"Phoebastria albatrus",3.685
"Phoebastria immutabilis",3.745
"Phoebastria irrorata",3.705
"Phoebastria nigripes",3.845
"Phoebetria fusca",3.27
"Phoebetria palpebrata",4
"Phoebis agarithe",2
"Phoenicolacerta kulzeri",3
"Phoenicolacerta laevis",3
"Phoenicolacerta troodica",3
"Phoeniconaias minor",2.1
"Phoenicoparrus andinus",2
"Phoenicoparrus jamesi",2
"Phoenicopterus chilensis",3
"Phoenicopterus ruber",2.7
"Phoenicurus alaschanicus",3
"Phoenicurus caeruleocephala",2.8
"Phoenicurus erythrogastrus",2.7
"Phoenicurus erythronotus",2.6
"Phoenicurus frontalis",3
"Phoenicurus hodgsoni",2.7
"Phoenicurus ochruros",2.6
"Phoenicurus phoenicurus",2.8
"Pholidapus dybowskii",3.23
"Pholidichthys anguis",3.49
"Pholidichthys leucotaenia",3.51
"Pholidobolus ulisesi",3
"Pholidobolus vertebralis",3
"Pholidochromis cerasina",3.38
"Pholidochromis marginatus",3.43
"Pholidornis rushiae",2.7
"Pholidoscelis atratus",2.7
"Pholidoscelis auberi",3
"Pholidoscelis chrysolaemus",3
"Pholidoscelis cineraceus",2.7
"Pholidoscelis corax",2.7
"Pholidoscelis corvinus",2.7
"Pholidoscelis dorsalis",2.7
"Pholidoscelis erythrocephalus",2.7
"Pholidoscelis exsul",2.7
"Pholidoscelis fuscatus",2.7
"Pholidoscelis griswoldi",3
"Pholidoscelis lineolatus",3
"Pholidoscelis maynardi",3
"Pholidoscelis plei",2.7
"Pholidoscelis pluvianotatus",2.7
"Pholidoscelis polops",3
"Pholidoscelis taeniurus",3
"Pholis clemensi",3.2
"Pholis crassispina",3.29
"Pholis fangi",3.23
"Pholis fasciata",3.27
"Pholis gunnellus",3.24209150326797
"Pholis laeta",3.27
"Pholis nea",3.17
"Pholis nebulosa",3.15
"Pholis ornata",3.55
"Pholis picta",3.29
"Pholis schultzi",3.2
"Pholoe assimilis",2
"Pholoe minuta",2.83333333333333
"Pholoe sp.",3.2
"Phoniscus aerosa",3
"Phoniscus atrox",3
"Phoniscus jagorii",3
"Phoniscus papuensis",3
"Phorbas areolatus",2
"Phorbas dives",2
"Phorbas glaberrima",2
"Phorbas plumosum",2
"Phorcus lineatus",2
"Phoridae",2
"phoronid",2
"Phoronid 1",2
"Phoronis muelleri",2
"Phoronis psammophila",2
"Phosichthys argenteus",4.02
"Photis longicaudata",2.7
"Photis longipes",2
"Photis pollex",2
"Photis reinhardi",2.16666666666667
"Photis tenuicornis",2
"Photoblepharon palpebratum",3.43
"Photoblepharon steinitzi",3.41
"Photocorynus spiniceps",3.74
"Photonectes achirus",3.67
"Photonectes albipennis",4.16
"Photonectes barnetti",3.37
"Photonectes braueri",4.14
"Photonectes caerulescens",3.88
